900,,,792,,,611,,,471,,,380,,,280,,,177,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,p,v,i,p,v,i,p,v,i,p,v,i,p,v,i,p,v,i,p,v,i,p,v,,,,,,,,,,,,,,,,,,,,,,0.0262,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2427836,5.079155,0.0482,0.2446176,5.075053,0.0808,0.3271856,4.049326,0.045,0.1013601,2.252446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0484,0.2458311,5.079155,0.0483,0.2459175,5.091461,0.07999999,0.3249305,4.061632,0.0452,0.1018106,2.252446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2436025,5.075053,0.0477,0.2424714,5.083257,0.08030001,0.3294429,4.102651,0.0446,0.1011909,2.268853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2423915,5.070951,0.0481,0.2445047,5.083257,0.0801,0.3289509,4.106753,0.0448,0.1014609,2.264751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.24208,5.075053,0.0481,0.2443073,5.079155,0.0798,0.3264096,4.090345,0.0444,0.1016477,2.289363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,0.04789999,0.2440774,5.095562,0.0792,0.3259046,4.114956,0.0445,0.101329,2.277057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0475,0.2416496,5.087359,0.04789999,0.2432915,5.079155,0.0792,0.3242802,4.094447,0.0444,0.1012835,2.281159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.2418844,5.070951,0.0477,0.2430583,5.095562,0.079,0.3257296,4.12316,0.0444,0.1023762,2.30577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2436845,5.087359,0.0481,0.2454912,5.103766,0.0782,0.3237142,4.139568,0.0444,0.1012835,2.281159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2450965,5.095562,0.048,0.2443901,5.091461,0.0784,0.3251853,4.147771,0.04429999,0.1016005,2.293465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2423915,5.070951,0.0478,0.2427836,5.079155,0.0777,0.3241941,4.172383,0.0438,0.1008131,2.301668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.244702,5.087359,0.0484,0.2456326,5.075053,0.078,0.3251259,4.168281,0.0438,0.1017114,2.322178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2452107,5.087359,0.0482,0.2444199,5.070951,0.0774,0.3229424,4.172383,0.0434,0.1007825,2.322178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2435181,5.062747,0.048,0.2443901,5.091461,0.0778,0.3246114,4.172383,0.0438,0.1011724,2.309872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2433718,5.091461,0.0482,0.2456061,5.095562,0.07679999,0.3213841,4.184689,0.0437,0.1005829,2.301668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2432915,5.079155,0.0478,0.2433718,5.091461,0.0775,0.3246312,4.18879,0.0434,0.1016726,2.342687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2416072,5.054544,0.048,0.2441932,5.087359,0.0762,0.3210807,4.213658,0.043,0.09967726,2.318076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2458038,5.099665,0.04789999,0.2440774,5.095562,0.0767,0.3235022,4.21776,0.0432,0.1008497,2.334483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2428986,5.070951,0.0478,0.2433718,5.091461,0.0767,0.3257045,4.246473,0.0435,0.1020853,2.346789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.243764,5.099665,0.04789999,0.2427021,5.066849,0.0769,0.3262383,4.242371,0.0428,0.09991589,2.334483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2432915,5.079155,0.0483,0.2463138,5.099665,0.0767,0.3260191,4.250575,0.0432,0.1010269,2.338585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,0.0481,0.2448992,5.091461,0.0762,0.3229561,4.238269,0.0429,0.1013811,2.363197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.24208,5.075053,0.0481,0.2437154,5.066849,0.07589999,0.3216846,4.238269,0.0424,0.1003734,2.367299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243095,5.075053,0.0481,0.2441101,5.075053,0.0757,0.3230106,4.266983,0.0425,0.1027021,2.416521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.243764,5.099665,0.0478,0.2425875,5.075053,0.0755,0.3237056,4.287492,0.042,0.0989097,2.354993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2446669,5.107868,0.0476,0.2425488,5.095562,0.0752,0.3224194,4.287492,0.0426,0.1013711,2.379604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2438809,5.091461,,,,0.07529999,0.3219215,4.275186,0.0424,0.1005474,2.3714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2436845,5.087359,,,,0.0742,0.3196537,4.308002,0.0423,0.1006572,2.379604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.24671,5.107868,,,,0.07479999,0.3222385,4.308002,0.04179999,0.1003247,2.400114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243095,5.075053,,,,0.07449999,0.3212517,4.312103,0.0421,0.1013901,2.408317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243095,5.075053,,,,0.07449999,0.3206405,4.303899,0.0416,0.0988209,2.375502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2439963,5.083257,,,,0.0743,0.3219131,4.332613,0.0417,0.1000847,2.400114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2428986,5.070951,,,,0.07389999,0.3210895,4.344918,0.0419,0.1003929,2.396012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.2463138,5.099665,,,,0.0738,0.3212604,4.353122,0.0414,0.0995345,2.404215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.0733,0.3175805,4.332613,0.0417,0.1002558,2.404215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.0738,0.322774,4.373631,0.0413,0.0994635,2.408317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2432915,5.079155,,,,0.07349999,0.3196529,4.34902,0.0413,0.09878587,2.39191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2436845,5.087359,,,,0.07319999,0.32045,4.377733,0.041,0.09941372,2.424725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.241215,5.04634,,,,0.0727,0.3185594,4.381835,0.0407,0.09885324,2.428827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2441101,5.075053,,,,0.0721,0.3156345,4.377733,0.0407,0.09885324,2.428827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2443521,5.11197,,,,0.0726,0.319908,4.406446,0.0409,0.09950678,2.432929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0484,0.245434,5.070951,,,,0.0724,0.3181358,4.394141,0.0405,0.09969649,2.461642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2443901,5.091461,,,,0.0724,0.3193237,4.410548,0.0405,0.09936424,2.453438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2439127,5.070951,,,,0.0721,0.3182963,4.41465,0.0403,0.09887356,2.453438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.243254,5.099665,,,,0.0715,0.3171139,4.43516,0.0408,0.09993291,2.449336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2431758,5.087359,,,,0.0716,0.3172637,4.431058,0.04,0.09879381,2.469846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,,,,0.07139999,0.3190134,4.467975,0.04,0.09862974,2.465744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2455714,5.116072,,,,0.0712,0.3166595,4.447465,0.0401,0.09854734,2.45754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2425056,5.062747,,,,0.0712,0.3163674,4.443363,0.0394,0.09828158,2.494457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,,,,0.071,0.3163525,4.455669,0.04,0.09879381,2.469846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.0708,0.3172039,4.48028,0.04,0.09994234,2.498559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2441561,5.107868,,,,0.0703,0.3140986,4.467975,0.0392,0.09794351,2.498559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2432087,5.066849,,,,0.07049999,0.3170165,4.496688,0.0391,0.0972125,2.486253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.244587,5.095562,,,,0.0701,0.3140676,4.48028,0.0391,0.09769364,2.498559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.2418844,5.070951,,,,0.0697,0.3142768,4.508994,0.0396,0.09894293,2.498559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.2422757,5.079155,,,,0.06999999,0.3156295,4.508994,0.039,0.09728381,2.494457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2432915,5.079155,,,,0.0696,0.3158244,4.537707,0.0388,0.09773984,2.519068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2443073,5.079155,,,,0.0694,0.3137782,4.521299,0.0389,0.09735349,2.502661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.244702,5.087359,,,,0.0683,0.3099253,4.537707,0.0385,0.09745789,2.531374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0476,0.2413773,5.070951,,,,0.0691,0.3132721,4.533605,0.0387,0.0984404,2.543679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2452107,5.087359,,,,0.06849999,0.3116758,4.550012,0.0384,0.0965747,2.514966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.06869999,0.312304,4.54591,0.0389,0.09863001,2.535476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2454084,5.091461,,,,0.06859999,0.3121308,4.550012,0.0386,0.09723603,2.519068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.242667,5.087359,,,,0.0683,0.3116063,4.562318,0.0384,0.09720474,2.531374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.244702,5.087359,,,,0.0681,0.3123699,4.586929,0.0377,0.09558743,2.535476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2441932,5.087359,,,,0.0678,0.3093252,4.562318,0.0384,0.09846484,2.564189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2448992,5.091461,,,,0.0675,0.3101715,4.595133,0.0379,0.09593907,2.531374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.244587,5.095562,,,,0.0678,0.3107157,4.582828,0.0381,0.09785187,2.568291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.244702,5.087359,,,,0.0672,0.3112738,4.63205,0.038,0.09977725,2.625717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2443901,5.091461,,,,0.067,0.3106222,4.636152,0.0375,0.09600326,2.560087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,,,,0.0672,0.3112738,4.63205,0.0375,0.09677237,2.580596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.2453232,5.079155,,,,0.0671,0.3102601,4.623846,0.0375,0.09615707,2.564189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.2422757,5.079155,,,,0.0668,0.3094209,4.63205,0.0373,0.09549124,2.560087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.243254,5.099665,,,,0.0663,0.3079208,4.644356,0.0373,0.09717424,2.605208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2423915,5.070951,,,,0.06619999,0.3082709,4.656661,0.0371,0.09574013,2.580596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.243764,5.099665,,,,0.06599999,0.3076104,4.660763,0.0372,0.09584559,2.576494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2435181,5.062747,,,,0.06599999,0.3081518,4.668967,0.0371,0.09589231,2.584698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.2453232,5.079155,,,,0.06599999,0.3092347,4.685374,0.037,0.09548206,2.580596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2442739,5.099665,,,,0.0654,0.3056187,4.673069,0.0366,0.09565085,2.613411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0485,0.2459411,5.070951,,,,0.065,0.3045493,4.685374,0.0369,0.09628352,2.609309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243095,5.075053,,,,0.06559999,0.3087059,4.705884,0.0366,0.09625137,2.629819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2447839,5.099665,,,,0.06489999,0.3062105,4.71819,0.036,0.09467348,2.629819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2441101,5.075053,,,,0.065,0.3072155,4.726393,0.0363,0.09456903,2.605208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2433718,5.091461,,,,0.0645,0.3040586,4.714087,0.0359,0.09352695,2.605208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.244587,5.095562,,,,0.0642,0.3026444,4.714087,0.0362,0.0956449,2.642125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2428986,5.070951,,,,0.0646,0.30559,4.730495,0.0361,0.09508455,2.633921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,,,,0.0641,0.3045394,4.751005,0.036,0.09526414,2.646226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2423091,5.058646,,,,0.0634,0.3019938,4.76331,0.0358,0.09458805,2.642125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2423915,5.070951,,,,0.06389999,0.3043755,4.76331,0.0357,0.09373809,2.625717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2437994,5.079155,,,,0.0637,0.3034228,4.76331,0.0357,0.09490959,2.658532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2439127,5.070951,,,,0.0636,0.3042509,4.78382,0.0358,0.09488174,2.650328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2428986,5.070951,,,,0.0634,0.302514,4.771514,0.0354,0.09382162,2.650328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.2447288,5.066849,,,,0.0629,0.3006443,4.779718,0.0355,0.09408666,2.650328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2449808,5.103766,,,,0.0632,0.3020782,4.779718,0.0351,0.09389037,2.67494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.0627,0.3002027,4.787921,0.0355,0.09554282,2.691347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2441561,5.107868,,,,0.06259999,0.3002374,4.796125,0.0354,0.09454765,2.670838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0477,0.2418844,5.070951,,,,0.0615,0.295214,4.800227,0.0352,0.09386909,2.666736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2449808,5.103766,,,,0.0625,0.3007833,4.812533,0.0348,0.09323065,2.679042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.2450965,5.095562,,,,0.06199999,0.3004116,4.845348,0.0346,0.0925529,2.67494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0481,0.244702,5.087359,,,,0.0618,0.298175,4.824839,0.0347,0.09381675,2.703653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2433718,5.091461,,,,0.0616,0.2974627,4.82894,0.0344,0.09328786,2.711857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.048,0.2426181,5.054544,,,,0.0619,0.299927,4.845348,0.0346,0.09297868,2.687245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2425875,5.075053,,,,0.0618,0.299189,4.841246,0.0342,0.09232464,2.699551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243095,5.075053,,,,0.0609,0.2970801,4.878163,0.0345,0.09355906,2.711857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.243488,5.083257,,,,0.0608,0.2978393,4.898672,0.0341,0.09261418,2.715958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2460015,5.103766,,,,0.0612,0.2977905,4.865857,0.0342,0.0926052,2.707755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0482,0.2454084,5.091461,,,,0.06069999,0.2963534,4.882265,0.0338,0.0915221,2.707755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0478,0.2441561,5.107868,,,,0.06009999,0.2949033,4.906876,0.0341,0.09247431,2.711857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2442739,5.099665,,,,0.0606,0.296611,4.89457,0.0339,0.09234911,2.724162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.04789999,0.2427021,5.066849,,,,0.0605,0.2966178,4.902774,0.0333,0.09112436,2.736468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0483,0.2453232,5.079155,,,,0.0602,0.2953939,4.906876,0.0338,0.09263125,2.74057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0606,0.298351,4.923284,0.0334,0.09208303,2.756977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0596,0.2941611,4.935589,0.0309,0.08493711,2.748774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0595,0.2936676,4.935589,0.0332,0.09139546,2.752875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0595,0.2922032,4.910978,0.0332,0.09098691,2.74057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0595,0.2939116,4.939691,0.0331,0.09125594,2.756977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0593,0.2931669,4.943793,0.0335,0.09277097,2.769283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0592,0.2941295,4.968404,0.0329,0.09043465,2.748774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0587,0.2911637,4.9602,0.0329,0.0908395,2.761079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0587,0.290923,4.956099,0.0331,0.09125594,2.756977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.05809999,0.2900942,4.993016,0.0324,0.09052217,2.793894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0577,0.2883337,4.997118,0.0329,0.0908395,2.761079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0579,0.2900456,5.009423,0.0324,0.09025639,2.785691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.05809999,0.2898559,4.988914,0.0325,0.09040163,2.781589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0578,0.2885963,4.993016,0.0326,0.09001118,2.761079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0575,0.2887494,5.021729,0.032,0.08966714,2.802098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0574,0.2891891,5.038136,0.0323,0.0898453,2.781589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0574,0.2880118,5.017627,0.0324,0.09065508,2.797996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0572,0.2877121,5.029932,0.0317,0.08947665,2.822607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0572,0.288416,5.042238,0.032,0.08992965,2.810302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0569,0.2876036,5.054544,0.0313,0.08744888,2.793894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.056,0.2830544,5.054544,0.0317,0.08895654,2.8062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0566,0.2863194,5.058646,0.0321,0.08994734,2.802098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0561,0.2840201,5.062747,0.0317,0.08921659,2.814404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.056,0.284203,5.075053,0.0312,0.08806534,2.822607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0561,0.2849406,5.079155,0.0314,0.08862987,2.822607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0547,0.2767079,5.058646,0.0314,0.08875867,2.826709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.053,0.26963,5.087359,0.0312,0.08793736,2.818505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0513,0.2597189,5.062747,0.0309,0.08797905,2.847219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0495,0.2514182,5.079155,0.031,0.08826378,2.847219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.0481,0.2448992,5.091461,0.0307,0.08715775,2.839015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,0.04789999,0.2444704,5.103766,0.031,0.08851809,2.855422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
